HGNC ID	Approved Symbol	Approved Name	Status	Synonyms	Entrez Gene ID(supplied by NCBI)	UniProt ID(supplied by UniProt)
HGNC:48752	HNRNPDLP1	heterogeneous nuclear ribonucleoprotein D-like pseudogene 1	Approved		100128595	
HGNC:48753	HNRNPDLP2	heterogeneous nuclear ribonucleoprotein D-like pseudogene 2	Approved		100128061	
HGNC:48754	HNRNPDLP3	heterogeneous nuclear ribonucleoprotein D-like pseudogene 3	Approved		106481662	
HGNC:48808	HNRNPDLP4	heterogeneous nuclear ribonucleoprotein D-like pseudogene 4	Approved		100421657	
HGNC:48809	HNRNPDLP5	heterogeneous nuclear ribonucleoprotein D-like pseudogene 5	Approved			
HGNC:5038	HNRNPDP1	heterogeneous nuclear ribonucleoprotein D pseudogene 1	Approved	AUF1B, AUF1P	8251	
HGNC:48749	HNRNPDP2	heterogeneous nuclear ribonucleoprotein D pseudogene 2	Approved		106481661	
HGNC:5039	HNRNPF	heterogeneous nuclear ribonucleoprotein F	Approved		3185	P52597
HGNC:48812	HNRNPFP1	heterogeneous nuclear ribonucleoprotein F pseudogene 1	Approved		644449	
HGNC:5041	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)	Approved	hnRNPH	3187	P31943
HGNC:48751	HNRNPH1P1	heterogeneous nuclear ribonucleoprotein H1 pseudogene 1	Approved		100132803	
HGNC:48810	HNRNPH1P2	heterogeneous nuclear ribonucleoprotein H1 pseudogene 2	Approved		100129368	
HGNC:48811	HNRNPH1P3	heterogeneous nuclear ribonucleoprotein H1 pseudogene 3	Approved		402216	
HGNC:5042	HNRNPH2	heterogeneous nuclear ribonucleoprotein H2 (H')	Approved	hnRNPH', FTP3, HNRPH'	3188	P55795
HGNC:5043	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3	Approved	2H9	3189	P31942
HGNC:48750	HNRNPH3P1	heterogeneous nuclear ribonucleoprotein H3 pseudogene 1	Approved		106480233	
HGNC:5044	HNRNPK	heterogeneous nuclear ribonucleoprotein K	Approved	CSBP, TUNP	3190	P61978
HGNC:42374	HNRNPKP1	heterogeneous nuclear ribonucleoprotein K pseudogene 1	Approved		389322	
HGNC:42375	HNRNPKP2	heterogeneous nuclear ribonucleoprotein K pseudogene 2	Approved		389053	
HGNC:42376	HNRNPKP3	heterogeneous nuclear ribonucleoprotein K pseudogene 3	Approved		399881	
HGNC:42377	HNRNPKP4	heterogeneous nuclear ribonucleoprotein K pseudogene 4	Approved		644063	
HGNC:42378	HNRNPKP5	heterogeneous nuclear ribonucleoprotein K pseudogene 5	Approved		100874385	
HGNC:5045	HNRNPL	heterogeneous nuclear ribonucleoprotein L	Approved		3191	P14866
HGNC:25127	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like	Approved		92906	Q8WVV9
HGNC:48748	HNRNPLP1	heterogeneous nuclear ribonucleoprotein L pseudogene 1	Approved		442157	
HGNC:48747	HNRNPLP2	heterogeneous nuclear ribonucleoprotein L pseudogene 2	Approved		644390	
HGNC:5046	HNRNPM	heterogeneous nuclear ribonucleoprotein M	Approved	HTGR1, HNRNPM4, HNRPM4, CEAR	4670	P52272
HGNC:48745	HNRNPMP1	heterogeneous nuclear ribonucleoprotein M pseudogene 1	Approved		645204	
HGNC:48746	HNRNPMP2	heterogeneous nuclear ribonucleoprotein M pseudogene 2	Approved		390948	
HGNC:5047	HNRNPR	heterogeneous nuclear ribonucleoprotein R	Approved	hnRNP-R	10236	O43390
HGNC:44907	HNRNPRP1	heterogeneous nuclear ribonucleoprotein R pseudogene 1	Approved		100125387	
HGNC:44908	HNRNPRP2	heterogeneous nuclear ribonucleoprotein R pseudogene 2	Approved		100421354	
HGNC:44909	HNRNPRP3	heterogeneous nuclear ribonucleoprotein R pseudogene 3	Approved		100421323	
HGNC:5048	HNRNPU	heterogeneous nuclear ribonucleoprotein U	Approved	SAF-A, hnRNPU, FLJ37978, FLJ30202	3192	Q00839
HGNC:27651	HNRNPU-AS1~withdrawn	symbol withdrawn, see HNRNPU	Symbol Withdrawn			
HGNC:17011	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1	Approved	E1B-AP5, E1BAP5, FLJ12944	11100	Q9BUJ2
HGNC:25451	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2	Approved	DKFZp762N1910	221092	Q1KMD3
HGNC:49189	HNRNPUL2-BSCL2	HNRNPUL2-BSCL2 readthrough (NMD candidate)	Approved		100534595	
HGNC:19931	HNRNPUP1	heterogeneous nuclear ribonucleoprotein U pseudogene 1	Approved		319134	
HGNC:5040	HNRPG~withdrawn	symbol withdrawn, see RBMXP1	Symbol Withdrawn			
HGNC:5049	HOAC	hypoacusis 2 (autosomal recessive)	Approved	ULG4	3193	
HGNC:25155	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	Approved	FLJ37472, DHDPS2, NPL2	112817	Q86XE5
HGNC:5050	HOKPP~withdrawn	symbol withdrawn, see CACNA1S	Symbol Withdrawn			
HGNC:17512	HOMER1	homer scaffolding protein 1	Approved	Ves-1, SYN47, HOMER-1B	9456	Q86YM7
HGNC:17513	HOMER2	homer scaffolding protein 2	Approved	CPD, Cupidin, Vesl-2, HOMER-2B, HOMER-2, HOMER-2A	9455	Q9NSB8
HGNC:20336	HOMER2P1	homer scaffolding protein 2 pseudogene 1	Approved		317768	
HGNC:20334	HOMER2P2	homer scaffolding protein 2 pseudogene 2	Approved		317769	
HGNC:17514	HOMER3	homer scaffolding protein 3	Approved	HOMER-3	9454	Q9NSC5
HGNC:20164	HOMEZ	homeobox and leucine zipper encoding	Approved		57594	Q8IX15
HGNC:5052	HOMG2~withdrawn	symbol withdrawn, see FXYD2	Symbol Withdrawn			
HGNC:5051	HOMG~withdrawn	symbol withdrawn, see TRPM6	Symbol Withdrawn			
HGNC:19884	HOOK1	hook microtubule tethering protein 1	Approved	HK1	51361	Q9UJC3
HGNC:19885	HOOK2	hook microtubule tethering protein 2	Approved	HK2	29911	Q96ED9
HGNC:23576	HOOK3	hook microtubule tethering protein 3	Approved	HK3	84376	Q86VS8
HGNC:5053	HOPS~withdrawn	symbol withdrawn, see ALPL	Symbol Withdrawn			
HGNC:24961	HOPX	HOP homeobox	Approved	LAGY, HOP, OB1, NECC1, SMAP31	84525	Q9BPY8
HGNC:25245	HORMAD1	HORMA domain containing 1	Approved	DKFZP434A1315, CT46	84072	Q86X24
HGNC:28383	HORMAD2	HORMA domain containing 2	Approved	MGC26710, CT46.2	150280	Q8N7B1
HGNC:50729	HORMAD2-AS1	HORMAD2 antisense RNA 1	Approved	MTMR3-AS1, NONHSAG033653	101929664	
HGNC:5054	HOS~withdrawn	symbol withdrawn, see TBX5	Symbol Withdrawn			
HGNC:33510	HOTAIR	HOX transcript antisense RNA	Approved	HOXC-AS4, HOXC11-AS1, NCRNA00072	100124700	
HGNC:37117	HOTAIRM1	HOXA transcript antisense RNA, myeloid-specific 1	Approved	HOXA-AS1, NCRNA00179, HOXA1-AS1	100506311	
HGNC:37461	HOTTIP	HOXA distal transcript antisense RNA	Approved	HOXA-AS6, RP1-170O19.3, HOXA13-AS1	100316868	
HGNC:5058	HOX1A~withdrawn	symbol withdrawn, see HOXA7	Symbol Withdrawn			
HGNC:5059	HOX1B~withdrawn	symbol withdrawn, see HOXA6	Symbol Withdrawn			
HGNC:5060	HOX1C~withdrawn	symbol withdrawn, see HOXA5	Symbol Withdrawn			
HGNC:5061	HOX1D~withdrawn	symbol withdrawn, see HOXD3	Symbol Withdrawn			
HGNC:5062	HOX1E~withdrawn	symbol withdrawn, see HOXA3	Symbol Withdrawn			
HGNC:5063	HOX1F~withdrawn	symbol withdrawn, see HOXA1	Symbol Withdrawn			
HGNC:5064	HOX1G~withdrawn	symbol withdrawn, see HOXA9	Symbol Withdrawn			
HGNC:5065	HOX1H~withdrawn	symbol withdrawn, see HOXA10	Symbol Withdrawn			
HGNC:5066	HOX1I~withdrawn	symbol withdrawn, see HOXA11	Symbol Withdrawn			
HGNC:5067	HOX1J~withdrawn	symbol withdrawn, see HOXA13	Symbol Withdrawn			
HGNC:5068	HOX2@~withdrawn	symbol withdrawn, see HOXB@	Symbol Withdrawn			
HGNC:5069	HOX2A~withdrawn	symbol withdrawn, see HOXB5	Symbol Withdrawn			
HGNC:5070	HOX2B~withdrawn	symbol withdrawn, see HOXB6	Symbol Withdrawn			
HGNC:5071	HOX2C~withdrawn	symbol withdrawn, see HOXB7	Symbol Withdrawn			
HGNC:5072	HOX2D~withdrawn	symbol withdrawn, see HOXB8	Symbol Withdrawn			
HGNC:5073	HOX2E~withdrawn	symbol withdrawn, see HOXB9	Symbol Withdrawn			
HGNC:5074	HOX2F~withdrawn	symbol withdrawn, see HOXB4	Symbol Withdrawn			
HGNC:5075	HOX2G~withdrawn	symbol withdrawn, see HOXB3	Symbol Withdrawn			
HGNC:5076	HOX2H~withdrawn	symbol withdrawn, see HOXB2	Symbol Withdrawn			
HGNC:5077	HOX2I~withdrawn	symbol withdrawn, see HOXB1	Symbol Withdrawn			
HGNC:5078	HOX3@~withdrawn	symbol withdrawn, see HOXC@	Symbol Withdrawn			
HGNC:5079	HOX3A~withdrawn	symbol withdrawn, see HOXC8	Symbol Withdrawn			
HGNC:5080	HOX3B~withdrawn	symbol withdrawn, see HOXC9	Symbol Withdrawn			
HGNC:5081	HOX3C~withdrawn	symbol withdrawn, see HOXC6	Symbol Withdrawn			
HGNC:5082	HOX3D~withdrawn	symbol withdrawn, see HOXC5	Symbol Withdrawn			
HGNC:5083	HOX3E~withdrawn	symbol withdrawn, see HOXC4	Symbol Withdrawn			
HGNC:5084	HOX3F~withdrawn	symbol withdrawn, see HOXC12	Symbol Withdrawn			
HGNC:5085	HOX3G~withdrawn	symbol withdrawn, see HOXC13	Symbol Withdrawn			
HGNC:5086	HOX3H~withdrawn	symbol withdrawn, see HOXC11	Symbol Withdrawn			
HGNC:5087	HOX4@~withdrawn	symbol withdrawn, see HOXD@	Symbol Withdrawn			
HGNC:5088	HOX4A~withdrawn	symbol withdrawn, see HOXD3	Symbol Withdrawn			
HGNC:5089	HOX4B~withdrawn	symbol withdrawn, see HOXD4	Symbol Withdrawn			
HGNC:5090	HOX4C~withdrawn	symbol withdrawn, see HOXD9	Symbol Withdrawn			
HGNC:5091	HOX4D~withdrawn	symbol withdrawn, see HOXD10	Symbol Withdrawn			
HGNC:5092	HOX4E~withdrawn	symbol withdrawn, see HOXD8	Symbol Withdrawn			
HGNC:5093	HOX4F~withdrawn	symbol withdrawn, see HOXD11	Symbol Withdrawn			
HGNC:5094	HOX4G~withdrawn	symbol withdrawn, see HOXD1	Symbol Withdrawn			
HGNC:5095	HOX4H~withdrawn	symbol withdrawn, see HOXD12	Symbol Withdrawn			
HGNC:5096	HOX4I~withdrawn	symbol withdrawn, see HOXD13	Symbol Withdrawn			
HGNC:5097	HOX7~withdrawn	symbol withdrawn, see MSX1	Symbol Withdrawn			
HGNC:5055	HOX10~withdrawn	symbol withdrawn, see VSX2	Symbol Withdrawn			
HGNC:43745	HOXA-AS2	HOXA cluster antisense RNA 2	Approved	HOXA3as	285943	
HGNC:43748	HOXA-AS3	HOXA cluster antisense RNA 3	Approved	HOXA6as	100133311	
HGNC:5099	HOXA1	homeobox A1	Approved		3198	P49639
HGNC:5103	HOXA2	homeobox A2	Approved		3199	O43364
HGNC:5104	HOXA3	homeobox A3	Approved		3200	O43365
HGNC:5105	HOXA4	homeobox A4	Approved		3201	Q00056
HGNC:5106	HOXA5	homeobox A5	Approved		3202	P20719
HGNC:5107	HOXA6	homeobox A6	Approved		3203	P31267
HGNC:5108	HOXA7	homeobox A7	Approved		3204	P31268
HGNC:5109	HOXA9	homeobox A9	Approved		3205	P31269
HGNC:5100	HOXA10	homeobox A10	Approved		3206	P31260
HGNC:40281	HOXA10-AS	HOXA10 antisense RNA	Approved		100874323	
HGNC:5101	HOXA11	homeobox A11	Approved		3207	P31270
HGNC:24957	HOXA11-AS	HOXA11 antisense RNA	Approved	HOXA11-AS1, HOXA11S, HOXA-AS5, NCRNA00076	221883	
HGNC:5102	HOXA13	homeobox A13	Approved		3209	P31271
HGNC:5098	HOXA@	homeobox A cluster	Approved		3197	
HGNC:43744	HOXB-AS1	HOXB cluster antisense RNA 1	Approved		100874362	
HGNC:40284	HOXB-AS2	HOXB cluster antisense RNA 2	Approved		100874350	
HGNC:40283	HOXB-AS3	HOXB cluster antisense RNA 3	Approved		404266	
HGNC:40285	HOXB-AS4	HOXB cluster antisense RNA 4	Approved		100874351	
HGNC:5111	HOXB1	homeobox B1	Approved		3211	P14653
HGNC:5113	HOXB2	homeobox B2	Approved		3212	P14652
HGNC:5114	HOXB3	homeobox B3	Approved		3213	P14651
HGNC:5115	HOXB4	homeobox B4	Approved		3214	P17483
HGNC:5116	HOXB5	homeobox B5	Approved		3215	P09067
HGNC:5117	HOXB6	homeobox B6	Approved		3216	P17509
HGNC:5118	HOXB7	homeobox B7	Approved		3217	P09629
HGNC:5119	HOXB8	homeobox B8	Approved		3218	P17481
HGNC:5120	HOXB9	homeobox B9	Approved		3219	P17482
HGNC:5112	HOXB13	homeobox B13	Approved		10481	Q92826
HGNC:5110	HOXB@	homeobox B cluster	Approved		3210	
HGNC:43749	HOXC-AS1	HOXC cluster antisense RNA 1	Approved		100874363	
HGNC:43750	HOXC-AS2	HOXC cluster antisense RNA 2	Approved		100874364	
HGNC:43751	HOXC-AS3	HOXC cluster antisense RNA 3	Approved		100874365	
HGNC:5126	HOXC4	homeobox C4	Approved		3221	P09017
HGNC:5127	HOXC5	homeobox C5	Approved		3222	Q00444
HGNC:5128	HOXC6	homeobox C6	Approved		3223	P09630
HGNC:5129	HOXC8	homeobox C8	Approved		3224	P31273
HGNC:5130	HOXC9	homeobox C9	Approved		3225	P31274
HGNC:5122	HOXC10	homeobox C10	Approved		3226	Q9NYD6
HGNC:5123	HOXC11	homeobox C11	Approved		3227	O43248
HGNC:5124	HOXC12	homeobox C12	Approved		3228	P31275
HGNC:5125	HOXC13	homeobox C13	Approved		3229	P31276
HGNC:43753	HOXC13-AS	HOXC13 antisense RNA	Approved		100874366	
HGNC:5121	HOXC@	homeobox C cluster	Approved		3220	
HGNC:43756	HOXD-AS2	HOXD cluster antisense RNA 2	Approved		100506783	
HGNC:5132	HOXD1	homeobox D1	Approved		3231	Q9GZZ0
HGNC:5137	HOXD3	homeobox D3	Approved		3232	P31249
HGNC:5138	HOXD4	homeobox D4	Approved		3233	P09016
HGNC:5139	HOXD8	homeobox D8	Approved		3234	P13378
HGNC:5140	HOXD9	homeobox D9	Approved		3235	P28356
HGNC:5133	HOXD10	homeobox D10	Approved		3236	P28358
HGNC:5134	HOXD11	homeobox D11	Approved		3237	P31277
HGNC:5135	HOXD12	homeobox D12	Approved		3238	P35452
HGNC:5136	HOXD13	homeobox D13	Approved		3239	P35453
HGNC:5131	HOXD@	homeobox D cluster	Approved		3230	
HGNC:5141	HP	haptoglobin	Approved		3240	P00738
HGNC:24973	HP1BP3	heterochromatin protein 1 binding protein 3	Approved	HP1-BP74	50809	Q5SSJ5
HGNC:5142	HPAFP~withdrawn	symbol withdrawn, see AFP	Symbol Withdrawn			
HGNC:5143	HPC1	hereditary prostate cancer 1	Approved			
HGNC:5144	HPCA	hippocalcin	Approved		3208	P84074
HGNC:5145	HPCAL1	hippocalcin like 1	Approved	BDR1, HLP2, VILIP-3	3241	P37235
HGNC:18212	HPCAL4	hippocalcin like 4	Approved	HLP4, DKFZp761G122	51440	Q9UM19
HGNC:5146	HPCX	hereditary prostate cancer, X-linked	Approved		9566	
HGNC:5147	HPD	4-hydroxyphenylpyruvate dioxygenase	Approved	4-HPPD, 4HPPD, GLOD3	3242	P32754
HGNC:28242	HPDL	4-hydroxyphenylpyruvate dioxygenase like	Approved	MGC15668, 4-HPPD-L	84842	Q96IR7
HGNC:5148	HPDR~withdrawn	symbol withdrawn, see PHEX	Symbol Withdrawn			
HGNC:5149	HPE1	holoprosencephaly 1, alobar	Approved		3244	
HGNC:5150	HPE2~withdrawn	symbol withdrawn, see SIX3	Symbol Withdrawn			
HGNC:5151	HPE3~withdrawn	symbol withdrawn, see SHH	Symbol Withdrawn			
HGNC:5152	HPE4~withdrawn	symbol withdrawn, see TGIF1	Symbol Withdrawn			
HGNC:26051	HPF1	histone PARylation factor 1	Approved	FLJ20534	54969	Q9NWY4
HGNC:5153	HPFH2	hereditary persistence of fetal hemoglobin, heterocellular, Indian type	Approved		3247	
HGNC:5154	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)	Approved	SDR36C1	3248	P15428
HGNC:17890	HPGDS	hematopoietic prostaglandin D synthase	Approved	GSTS, PGDS, H-PGDS, PGD2, GSTS1-1, GSTS1	27306	O60760
HGNC:23824	HPLH1	hemophagocytic lymphohistiocytosis 1	Approved	FHL1	27259	
HGNC:5155	HPN	hepsin	Approved	TMPRSS1	3249	P05981
HGNC:47041	HPN-AS1	HPN antisense RNA 1	Approved		100128675	
HGNC:37055	HPP1	hyperpigmentation, progressive, 1	Approved		780897	
HGNC:5156	HPR	haptoglobin-related protein	Approved		3250	P00739
HGNC:5157	HPRT1	hypoxanthine phosphoribosyltransferase 1	Approved	HGPRT	3251	P00492
HGNC:51622	HPRT1P1	hypoxanthine phosphoribosyltransferase 1 pseudogene 1	Approved		100130067	
HGNC:5160	HPRT1P2	hypoxanthine phosphoribosyltransferase 1 pseudogene 2	Approved		3254	
HGNC:5161	HPRT1P3	hypoxanthine phosphoribosyltransferase 1 pseudogene 3	Approved		3255	
HGNC:5158	HPRT2~withdrawn	entry withdrawn	Entry Withdrawn			
HGNC:5159	HPRTP1~withdrawn	entry withdrawn	Entry Withdrawn			
HGNC:5162	HPRTP4~withdrawn	symbol withdrawn, see HPRT1P3	Symbol Withdrawn			
HGNC:5163	HPS1	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1	Approved	BLOC3S1	3257	Q92902
HGNC:15597	HPS3	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1	Approved	SUTAL, BLOC2S1	84343	Q969F9
HGNC:15844	HPS4	HPS4, biogenesis of lysosomal organelles complex 3 subunit 2	Approved	KIAA1667, LE, BLOC3S2	89781	Q9NQG7
HGNC:17022	HPS5	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2	Approved	BLOC2S2, AIBP63, RU2	11234	Q9UPZ3
HGNC:18817	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3	Approved	FLJ22501, BLOC2S3	79803	Q86YV9
HGNC:5164	HPSE	heparanase	Approved	HPA, HSE1, HPSE1	10855	Q9Y251
HGNC:18374	HPSE2	heparanase 2 (inactive)	Approved	HPA2, HPR2	60495	Q8WWQ2
HGNC:5165	HPT	hypoparathyroidism	Approved	HYPX	3258	
HGNC:5168	HPV6AI1	human papillomavirus (type 6a) integration site 1	Approved		3259	
HGNC:5166	HPV18I1	human papilloma virus (type 18) integration site 1	Approved		3260	
HGNC:5167	HPV18I2	human papillomavirus (type 18) integration site 2	Approved	PAL2	3261	
HGNC:5169	HPVC1	human papillomavirus (type 18) E5 central sequence-like 1	Approved	PE5L, HPV18E5L	3262	
HGNC:5170	HPVE6A~withdrawn	symbol withdrawn, see UBE3A	Symbol Withdrawn			
HGNC:5171	HPX	hemopexin	Approved		3263	P02790
HGNC:16071	HPYR1	Helicobacter pylori responsive 1 (non-protein coding)	Approved	HPRG1, NCRNA00027, LINC00027	93668	
HGNC:5172	HR	HR, lysine demethylase and nuclear receptor corepressor	Approved	AU	55806	O43593
HGNC:5173	HRAS	HRas proto-oncogene, GTPase	Approved		3265	P01112
HGNC:14922	HRASLS	HRAS like suppressor	Approved	H-REV107, HRASLS1	57110	Q9HDD0
HGNC:17824	HRASLS2	HRAS like suppressor 2	Approved	FLJ20556	54979	Q9NWW9
HGNC:24978	HRASLS5	HRAS like suppressor family member 5	Approved	HRLP5	117245	Q96KN8
HGNC:5178	HRC	histidine rich calcium binding protein	Approved	MGC133236	3270	P23327
HGNC:33872	HRCT1	histidine rich carboxyl terminus 1	Approved	LGLL338, PRO537, UNQ338	646962	Q6UXD1
HGNC:5179	HRD~withdrawn	symbol withdrawn, see TBCE	Symbol Withdrawn			
HGNC:5180	HRES1	HTLV-1 related endogenous sequence	Approved	HRES-1/p28, HRES-1	3272	P13985
HGNC:5181	HRG	histidine rich glycoprotein	Approved	HRGP, HPRG	3273	P04196
HGNC:5182	HRH1	histamine receptor H1	Approved		3269	P35367
HGNC:5183	HRH2	histamine receptor H2	Approved		3274	P25021
HGNC:5184	HRH3	histamine receptor H3	Approved	GPCR97	11255	Q9Y5N1
HGNC:17383	HRH4	histamine receptor H4	Approved	H4R, HH4R, AXOR35, GPCR105, GPRv53	59340	Q9H3N8
HGNC:5185	HRK	harakiri, BCL2 interacting protein	Approved	DP5	8739	O00198
HGNC:31728	HRMT1L5~withdrawn	symbol withdrawn, see PRMT5	Symbol Withdrawn			
HGNC:20846	HRNR	hornerin	Approved	S100a18, S100A16, FLG3	388697	Q86YZ3
HGNC:5189	HRP1~withdrawn	symbol withdrawn, see USP6	Symbol Withdrawn			
HGNC:5190	HRPT1~withdrawn	symbol withdrawn, see CDC73	Symbol Withdrawn			
HGNC:24979	HS1BP3	HCLS1 binding protein 3	Approved	HS1-BP3,FLJ14249	64342	Q53T59
HGNC:41474	HS1BP3-IT1	HS1BP3 intronic transcript 1	Approved		100874343	
HGNC:5193	HS2ST1	heparan sulfate 2-O-sulfotransferase 1	Approved	KIAA0448	9653	Q7LGA3
HGNC:5194	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1	Approved	3OST1	9957	O14792
HGNC:5195	HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2	Approved	3OST2	9956	Q9Y278
HGNC:5196	HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1	Approved	3OST3A1, 30ST3A1	9955	Q9Y663
HGNC:5198	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1	Approved	3OST3B1, 30ST3B1	9953	Q9Y662
HGNC:5200	HS3ST4	heparan sulfate-glucosamine 3-sulfotransferase 4	Approved	3OST4	9951	Q9Y661
HGNC:19419	HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 5	Approved	3-OST-5	222537	Q8IZT8
HGNC:14178	HS3ST6	heparan sulfate-glucosamine 3-sulfotransferase 6	Approved		64711	Q96QI5
HGNC:5201	HS6ST1	heparan sulfate 6-O-sulfotransferase 1	Approved		9394	O60243
HGNC:31835	HS6ST1P1	heparan sulfate 6-O-sulfotransferase 1 pseudogene 1	Approved		388605	
HGNC:19133	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	Approved		90161	Q96MM7
HGNC:40870	HS6ST2-AS1	HS6ST2 antisense RNA 1	Approved		100874102	
HGNC:19134	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	Approved		266722	Q8IZP7
HGNC:5202	HSAS1~withdrawn	symbol withdrawn, see L1CAM	Symbol Withdrawn			
HGNC:5203	HSBP1	heat shock factor binding protein 1	Approved		3281	O75506
HGNC:37243	HSBP1L1	heat shock factor binding protein 1 like 1	Approved	FLJ10967, MGC189743	440498	C9JCN9
HGNC:20053	HSBP1P1	heat shock factor binding protein 1 pseudogene 1	Approved		326296	
HGNC:37300	HSBP1P2	heat shock factor binding protein 1 pseudogene 2	Approved		100288483	
HGNC:28913	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone	Approved	HSC20, DNAJC20, Jac1	150274	Q8IWL3
HGNC:5206	HSCR1~withdrawn	symbol withdrawn, see RET	Symbol Withdrawn			
HGNC:5207	HSCR2~withdrawn	symbol withdrawn, see EDNRB	Symbol Withdrawn			
HGNC:5205	HSCR~withdrawn	symbol withdrawn, see EDNRB	Symbol Withdrawn			
HGNC:5204	HSC~withdrawn	symbol withdrawn, see FUT1	Symbol Withdrawn			
HGNC:5217	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	Approved	SDR11E1	3283	P14060
HGNC:5218	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2	Approved	SDR11E2	3284	P26439
HGNC:18324	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	Approved	C(27)-3BETA-HSD, SDR11E3	80270	Q9H2F3
HGNC:5219	HSD3BP1	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 1	Approved		391076	
